name,num_points,width,height,points,uuid,image_path,type,variant,id,image,order,gt_image,task,description
sample,30,1.0,1.0,"[{'x': 0.051795770234715134, 'y': 0.40354528526845407, 'order': 1}, {'x': 0.11553390134611695, 'y': 0.3464406854174074, 'order': 2}, {'x': 0.20809845915910657, 'y': 0.32469304706131846, 'order': 3}, {'x': 0.3025774529252844, 'y': 0.31242936256121445, 'order': 4}, {'x': 0.3977207757222284, 'y': 0.3052759727699826, 'order': 5}, {'x': 0.4920562885146369, 'y': 0.31247922341965817, 'order': 6}, {'x': 0.5839355578466219, 'y': 0.33578601440412226, 'order': 7}, {'x': 0.6693319470563682, 'y': 0.3783404450581247, 'order': 8}, {'x': 0.7568461834316351, 'y': 0.40252263707355607, 'order': 9}, {'x': 0.849877688323917, 'y': 0.3834217591511937, 'order': 10}, {'x': 0.941506512292277, 'y': 0.4030655037610838, 'order': 11}, {'x': 0.8709456367935805, 'y': 0.42704242901063555, 'order': 12}, {'x': 0.7935030742159002, 'y': 0.48220058634810853, 'order': 13}, {'x': 0.7396420391543744, 'y': 0.5380791703315627, 'order': 14}, {'x': 0.6877073429031515, 'y': 0.6169552731874756, 'order': 15}, {'x': 0.6713590199103637, 'y': 0.659868052844719, 'order': 16}, {'x': 0.6464806979910924, 'y': 0.5717761187237201, 'order': 17}, {'x': 0.6514687359599675, 'y': 0.47763132230839694, 'order': 18}, {'x': 0.5770465566837187, 'y': 0.49998343642196963, 'order': 19}, {'x': 0.4996239719415503, 'y': 0.5557433344687785, 'order': 20}, {'x': 0.4180618223596434, 'y': 0.6051639870735058, 'order': 21}, {'x': 0.3346479016407042, 'y': 0.6513843775268943, 'order': 22}, {'x': 0.24658491188965526, 'y': 0.6869040793363695, 'order': 23}, {'x': 0.16081662690129006, 'y': 0.6731818017808052, 'order': 24}, {'x': 0.11664109601791733, 'y': 0.589770136133014, 'order': 25}, {'x': 0.08276697254013836, 'y': 0.5005739107814836, 'order': 26}, {'x': 0.07799755244400056, 'y': 0.4231592629187218, 'order': 27}, {'x': 0.16547693490433368, 'y': 0.38539679276823857, 'order': 28}, {'x': 0.2365977216923571, 'y': 0.35988951818004, 'order': 29}, {'x': 0.1420418323467309, 'y': 0.3726412493725715, 'order': 30}]",b5cc1d6b-0c09-475e-a3e6-09325c379a2a,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/sample.png,outlines,outlines_gt,,,,,,
bunny,30,1.0,1.0,"[{'x': 0.07392731164218327, 'y': 0.1540746135981579, 'order': 1}, {'x': 0.16199764137208078, 'y': 0.0879650395821226, 'order': 2}, {'x': 0.27350079192404736, 'y': 0.06677953917704071, 'order': 3}, {'x': 0.38634991086220716, 'y': 0.05546579453640739, 'order': 4}, {'x': 0.49702595057160254, 'y': 0.06157309544349582, 'order': 5}, {'x': 0.5359862589243582, 'y': 0.13128806016757108, 'order': 6}, {'x': 0.6372992233308477, 'y': 0.10654716384634098, 'order': 7}, {'x': 0.740977173081453, 'y': 0.07310555599875837, 'order': 8}, {'x': 0.7743806439164388, 'y': 0.12440144194722814, 'order': 9}, {'x': 0.7389122584210626, 'y': 0.2058358385753822, 'order': 10}, {'x': 0.8004065074496677, 'y': 0.28769890839371454, 'order': 11}, {'x': 0.8054471365667256, 'y': 0.39794008475123466, 'order': 12}, {'x': 0.8790611992420878, 'y': 0.45594812996957, 'order': 13}, {'x': 0.9313632007526759, 'y': 0.5427926326463949, 'order': 14}, {'x': 0.868550472314216, 'y': 0.6377933885495499, 'order': 15}, {'x': 0.7802869085395534, 'y': 0.6994835796910902, 'order': 16}, {'x': 0.7492220884802786, 'y': 0.7998727285808164, 'order': 17}, {'x': 0.705252337701063, 'y': 0.9048346895057088, 'order': 18}, {'x': 0.6425813040387879, 'y': 0.8792509172091538, 'order': 19}, {'x': 0.5601269504554937, 'y': 0.9499993319166252, 'order': 20}, {'x': 0.5311927492304109, 'y': 0.8538477721214652, 'order': 21}, {'x': 0.5618330289442338, 'y': 0.7473932921139986, 'order': 22}, {'x': 0.5973764500701297, 'y': 0.6444505748960496, 'order': 23}, {'x': 0.5511310521171862, 'y': 0.5531907796146611, 'order': 24}, {'x': 0.44784507865005885, 'y': 0.5643695889751059, 'order': 25}, {'x': 0.33525711497383526, 'y': 0.5571710477034857, 'order': 26}, {'x': 0.23674496112182766, 'y': 0.5059015516587008, 'order': 27}, {'x': 0.1551677253735018, 'y': 0.42686406790817477, 'order': 28}, {'x': 0.1324368944111193, 'y': 0.3170588307568267, 'order': 29}, {'x': 0.09188292795369037, 'y': 0.251788015683025, 'order': 30}]",a539f54d-f037-4b0d-8d1e-2580c3cdf23f,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/bunny.png,outlines,outlines_gt,,,,,,
Cat-Silhouette-2,30,1.0,1.0,"[{'x': 0.07041224760130274, 'y': 0.776595387352201, 'order': 1}, {'x': 0.10707307498614357, 'y': 0.6696604676159936, 'order': 2}, {'x': 0.14262270761566093, 'y': 0.5622628219339589, 'order': 3}, {'x': 0.18831887140720918, 'y': 0.4557214642670709, 'order': 4}, {'x': 0.20841989555173238, 'y': 0.34428862891768897, 'order': 5}, {'x': 0.19526455524724104, 'y': 0.23086508093935648, 'order': 6}, {'x': 0.22210504089077898, 'y': 0.14746026389824976, 'order': 7}, {'x': 0.3177323034921178, 'y': 0.19057630661501931, 'order': 8}, {'x': 0.39821211790557487, 'y': 0.144051173144166, 'order': 9}, {'x': 0.5127574688195619, 'y': 0.15842011865121822, 'order': 10}, {'x': 0.623723168328048, 'y': 0.1772296244376817, 'order': 11}, {'x': 0.7387073286136405, 'y': 0.18886371407797398, 'order': 12}, {'x': 0.8448237293101599, 'y': 0.1551707163121777, 'order': 13}, {'x': 0.7561452238823593, 'y': 0.10487903040298432, 'order': 14}, {'x': 0.7636914372235025, 'y': 0.051659336277642465, 'order': 15}, {'x': 0.8739552239814427, 'y': 0.08442818798847349, 'order': 16}, {'x': 0.9213481089098646, 'y': 0.1723333715162226, 'order': 17}, {'x': 0.8264298950883949, 'y': 0.2363587611333609, 'order': 18}, {'x': 0.713051056956413, 'y': 0.2610923096787955, 'order': 19}, {'x': 0.5970667272148352, 'y': 0.25420964402633495, 'order': 20}, {'x': 0.616380513575598, 'y': 0.3686821616439606, 'order': 21}, {'x': 0.6107827927202585, 'y': 0.4843172087281473, 'order': 22}, {'x': 0.5636453560711356, 'y': 0.5892300604902946, 'order': 23}, {'x': 0.4723463940823787, 'y': 0.6585526973279657, 'order': 24}, {'x': 0.37695757278057634, 'y': 0.721856020161752, 'order': 25}, {'x': 0.3108841969225095, 'y': 0.8151079627369576, 'order': 26}, {'x': 0.31307619627961014, 'y': 0.9303470623278564, 'order': 27}, {'x': 0.2391641558182921, 'y': 0.8873424869339311, 'order': 28}, {'x': 0.13310206951657033, 'y': 0.9122968135628267, 'order': 29}, {'x': 0.076291428613789, 'y': 0.8885436043207061, 'order': 30}]",26760370-93ac-4420-bfe6-c8ee933172e3,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Cat-Silhouette-2.png,outlines,outlines_gt,,,,,,
Dog-Head-Silhouette,30,1.0,1.0,"[{'x': 0.054461280220601815, 'y': 0.3826843435723801, 'order': 1}, {'x': 0.09599877070861693, 'y': 0.2987721103019193, 'order': 2}, {'x': 0.1839229891169525, 'y': 0.27180115383851705, 'order': 3}, {'x': 0.2771279315136111, 'y': 0.2745413705387323, 'order': 4}, {'x': 0.36860457608250363, 'y': 0.2729351378389058, 'order': 5}, {'x': 0.45064621416860423, 'y': 0.22661324234476904, 'order': 6}, {'x': 0.5369240079580917, 'y': 0.18802179601178245, 'order': 7}, {'x': 0.6163054064420115, 'y': 0.13905680086047778, 'order': 8}, {'x': 0.7094059658838998, 'y': 0.1524238220091783, 'order': 9}, {'x': 0.7932945445392086, 'y': 0.1942641419666958, 'order': 10}, {'x': 0.8642091964700879, 'y': 0.25484828322154945, 'order': 11}, {'x': 0.9162961080675625, 'y': 0.33262737629954303, 'order': 12}, {'x': 0.9462062213449914, 'y': 0.4222956761529265, 'order': 13}, {'x': 0.9434952866748181, 'y': 0.5161636246762176, 'order': 14}, {'x': 0.8806664461984208, 'y': 0.5821431476503252, 'order': 15}, {'x': 0.7945756075592707, 'y': 0.6211287443738951, 'order': 16}, {'x': 0.7031445392100618, 'y': 0.6427283500712252, 'order': 17}, {'x': 0.6157156044100278, 'y': 0.6779578926116098, 'order': 18}, {'x': 0.5499648022450899, 'y': 0.7446878051962353, 'order': 19}, {'x': 0.488185858784005, 'y': 0.8162739098315539, 'order': 20}, {'x': 0.42635114490015213, 'y': 0.8401788540706485, 'order': 21}, {'x': 0.4219734166945791, 'y': 0.7457691377690412, 'order': 22}, {'x': 0.3696636772674267, 'y': 0.7560727144316504, 'order': 23}, {'x': 0.29571413974339894, 'y': 0.8149183374400684, 'order': 24}, {'x': 0.2514042382823452, 'y': 0.8221742505852753, 'order': 25}, {'x': 0.28533921716459043, 'y': 0.7339153958437352, 'order': 26}, {'x': 0.27170290223942284, 'y': 0.6555897425566086, 'order': 27}, {'x': 0.21407461034833936, 'y': 0.5811458262002464, 'order': 28}, {'x': 0.1938329747985698, 'y': 0.49616150162224737, 'order': 29}, {'x': 0.11492019628158273, 'y': 0.4440656129288429, 'order': 30}]",ddcf9b59-3c6e-404e-a398-4d0c34e4c962,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Dog-Head-Silhouette.png,outlines,outlines_gt,,,,,,
hand-20,30,1.0,1.0,"[{'x': 0.302057032574205, 'y': 0.6118219495814831, 'order': 1}, {'x': 0.31828001461587035, 'y': 0.6663488785668743, 'order': 2}, {'x': 0.42287057895994407, 'y': 0.6338622289992526, 'order': 3}, {'x': 0.4362787017406017, 'y': 0.732544737539362, 'order': 4}, {'x': 0.4033431664797026, 'y': 0.8398183726142681, 'order': 5}, {'x': 0.42392109879181866, 'y': 0.9130093283511352, 'order': 6}, {'x': 0.47547364104313766, 'y': 0.8149022786940313, 'order': 7}, {'x': 0.49206648867796715, 'y': 0.8293221580052724, 'order': 8}, {'x': 0.4910920431499766, 'y': 0.9394293293703813, 'order': 9}, {'x': 0.5423764781975952, 'y': 0.8759535387316447, 'order': 10}, {'x': 0.5620749732278787, 'y': 0.7661309369223409, 'order': 11}, {'x': 0.5944258836351572, 'y': 0.85546324658634, 'order': 12}, {'x': 0.6438250863432609, 'y': 0.8856293150739005, 'order': 13}, {'x': 0.6329218096363327, 'y': 0.7739444869988295, 'order': 14}, {'x': 0.6667823981406472, 'y': 0.7735385117580547, 'order': 15}, {'x': 0.7325301296734568, 'y': 0.8162472321573727, 'order': 16}, {'x': 0.6895361527764833, 'y': 0.7145422411367126, 'order': 17}, {'x': 0.658336398901749, 'y': 0.6075284625914625, 'order': 18}, {'x': 0.6338041775336968, 'y': 0.4980270818702365, 'order': 19}, {'x': 0.645510681188806, 'y': 0.38710105964268554, 'order': 20}, {'x': 0.6613708904592759, 'y': 0.27601174410332796, 'order': 21}, {'x': 0.6897594578923381, 'y': 0.1675542654785237, 'order': 22}, {'x': 0.7092443992182051, 'y': 0.057091576141900344, 'order': 23}, {'x': 0.6054062651914552, 'y': 0.05, 'order': 24}, {'x': 0.49319048080660977, 'y': 0.05, 'order': 25}, {'x': 0.4676564154953485, 'y': 0.1355744567973501, 'order': 26}, {'x': 0.47356836823587717, 'y': 0.24763440093395864, 'order': 27}, {'x': 0.4794803209764059, 'y': 0.3596943450705672, 'order': 28}, {'x': 0.4730366754485549, 'y': 0.4714402417193365, 'order': 29}, {'x': 0.3969758268515863, 'y': 0.551965414783399, 'order': 30}]",f300b133-2fb2-4ba9-9f74-28aa6bd1340c,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/hand-20.png,outlines,outlines_gt,,,,,,
Seahorse-Silhouette,30,1.0,1.0,"[{'x': 0.32030040196852316, 'y': 0.17468845101750013, 'order': 1}, {'x': 0.3728263408990041, 'y': 0.07624795559346849, 'order': 2}, {'x': 0.48362277230519346, 'y': 0.05481354079136839, 'order': 3}, {'x': 0.5780888969233202, 'y': 0.1162613215378582, 'order': 4}, {'x': 0.5992145839546604, 'y': 0.2287791839891315, 'order': 5}, {'x': 0.5542966548077171, 'y': 0.336333089268952, 'order': 6}, {'x': 0.5092263218729122, 'y': 0.44293870766557364, 'order': 7}, {'x': 0.5151515980149397, 'y': 0.5575330331075319, 'order': 8}, {'x': 0.570964208450076, 'y': 0.6599056140374152, 'order': 9}, {'x': 0.6431812097974513, 'y': 0.752110562543244, 'order': 10}, {'x': 0.6787470326661783, 'y': 0.8609045018741786, 'order': 11}, {'x': 0.6122957611451221, 'y': 0.9454586507905113, 'order': 12}, {'x': 0.5302734115943426, 'y': 0.9071520477835424, 'order': 13}, {'x': 0.6149734957651253, 'y': 0.8596341234165008, 'order': 14}, {'x': 0.5394472170982778, 'y': 0.7918151567016882, 'order': 15}, {'x': 0.492897622239444, 'y': 0.7284807978256544, 'order': 16}, {'x': 0.43657992705161475, 'y': 0.6673216743929509, 'order': 17}, {'x': 0.4333180832141666, 'y': 0.5863881845826044, 'order': 18}, {'x': 0.43730309496113395, 'y': 0.5189060233262356, 'order': 19}, {'x': 0.44039610175529337, 'y': 0.4543179568885051, 'order': 20}, {'x': 0.4785904757562737, 'y': 0.37817583303452024, 'order': 21}, {'x': 0.5321334334271162, 'y': 0.29842319162375436, 'order': 22}, {'x': 0.5679146196955439, 'y': 0.19308734070469452, 'order': 23}, {'x': 0.5094442106750601, 'y': 0.09832353836307463, 'order': 24}, {'x': 0.3975050176364008, 'y': 0.09366672934735992, 'order': 25}, {'x': 0.3491871912492736, 'y': 0.19019953066410494, 'order': 26}, {'x': 0.4355286958854242, 'y': 0.24051003652529296, 'order': 27}, {'x': 0.4204633053805451, 'y': 0.16859889771775663, 'order': 28}, {'x': 0.4758646560370159, 'y': 0.23288659812406254, 'order': 29}, {'x': 0.3785598862809212, 'y': 0.26638563909853513, 'order': 30}]",d7476517-af95-4032-919f-dee62b1adc33,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Seahorse-Silhouette.png,outlines,outlines_gt,,,,,,
bat,30,1.0,1.0,"[{'x': 0.07191361163368154, 'y': 0.3813220850170301, 'order': 1}, {'x': 0.11784174757806302, 'y': 0.45348745485803976, 'order': 2}, {'x': 0.191422632809998, 'y': 0.4942318422800171, 'order': 3}, {'x': 0.27536045783123636, 'y': 0.4873566024430316, 'order': 4}, {'x': 0.35620208826763045, 'y': 0.4585113787321362, 'order': 5}, {'x': 0.439458031229101, 'y': 0.4404595846799169, 'order': 6}, {'x': 0.4499824275917766, 'y': 0.47996735299334436, 'order': 7}, {'x': 0.5288931120287671, 'y': 0.5009783776501306, 'order': 8}, {'x': 0.5665432768696681, 'y': 0.4763123027475465, 'order': 9}, {'x': 0.6244387440817432, 'y': 0.5384078850570032, 'order': 10}, {'x': 0.6669875583274685, 'y': 0.612953270888917, 'order': 11}, {'x': 0.7174045280241438, 'y': 0.680504045133592, 'order': 12}, {'x': 0.7928485525969189, 'y': 0.7174060473735548, 'order': 13}, {'x': 0.8763819062131996, 'y': 0.7030163992668129, 'order': 14}, {'x': 0.9424488621155497, 'y': 0.6751077706778097, 'order': 15}, {'x': 0.8758213993169621, 'y': 0.6269376423143262, 'order': 16}, {'x': 0.8802986564138054, 'y': 0.5441386687268263, 'order': 17}, {'x': 0.7980065220740699, 'y': 0.5371806982618454, 'order': 18}, {'x': 0.7468741593337446, 'y': 0.47329785278647096, 'order': 19}, {'x': 0.714345984136804, 'y': 0.4318144563639739, 'order': 20}, {'x': 0.6506034752465192, 'y': 0.38496698709241217, 'order': 21}, {'x': 0.6156798169991222, 'y': 0.34903959964535214, 'order': 22}, {'x': 0.5579436231017477, 'y': 0.3018682710679506, 'order': 23}, {'x': 0.4882066550364204, 'y': 0.28283347918700297, 'order': 24}, {'x': 0.42481843805084435, 'y': 0.3218068498301533, 'order': 25}, {'x': 0.3566932584473275, 'y': 0.28593779625587373, 'order': 26}, {'x': 0.29474816466668863, 'y': 0.3380417051558228, 'order': 27}, {'x': 0.2149356196580437, 'y': 0.31607801196711194, 'order': 28}, {'x': 0.1681780535814744, 'y': 0.3323057012591135, 'order': 29}, {'x': 0.09043844859488867, 'y': 0.36006188660555893, 'order': 30}]",b059d149-8e7d-46b0-a945-138431ad97a8,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/bat.png,outlines,outlines_gt,,,,,,
Birds-Silhouettes-Duck2,30,1.0,1.0,"[{'x': 0.0675163697269098, 'y': 0.39715357057066786, 'order': 1}, {'x': 0.08202478110975694, 'y': 0.4376946442365178, 'order': 2}, {'x': 0.16297688736692836, 'y': 0.4460967339127104, 'order': 3}, {'x': 0.23143479386009952, 'y': 0.5011501990819243, 'order': 4}, {'x': 0.30666473834112606, 'y': 0.5465207969947992, 'order': 5}, {'x': 0.39138912027751377, 'y': 0.5682542158599948, 'order': 6}, {'x': 0.4780255177763643, 'y': 0.5611451958102806, 'order': 7}, {'x': 0.5546928872907851, 'y': 0.5211597283588401, 'order': 8}, {'x': 0.6253155395483303, 'y': 0.4687153116491748, 'order': 9}, {'x': 0.6628888898377729, 'y': 0.5073272741873415, 'order': 10}, {'x': 0.6319317261814367, 'y': 0.5896077491583783, 'order': 11}, {'x': 0.644144947554922, 'y': 0.674459003405408, 'order': 12}, {'x': 0.6968223453032532, 'y': 0.7412439395582141, 'order': 13}, {'x': 0.782123721352829, 'y': 0.7315688951185647, 'order': 14}, {'x': 0.8378965414255223, 'y': 0.6656705066872195, 'order': 15}, {'x': 0.9004627208465605, 'y': 0.607442485397333, 'order': 16}, {'x': 0.9308763416059762, 'y': 0.5616100408045088, 'order': 17}, {'x': 0.845274666869025, 'y': 0.5820525174040027, 'order': 18}, {'x': 0.7620012222147795, 'y': 0.5730407182332669, 'order': 19}, {'x': 0.7625788715599973, 'y': 0.4908637774499416, 'order': 20}, {'x': 0.7916912670818578, 'y': 0.4088688814160112, 'order': 21}, {'x': 0.7703861599835892, 'y': 0.32477182864828696, 'order': 22}, {'x': 0.7133881682867008, 'y': 0.2658984516497415, 'order': 23}, {'x': 0.6255180133407454, 'y': 0.27134692048256853, 'order': 24}, {'x': 0.5380294370725627, 'y': 0.2640298475460535, 'order': 25}, {'x': 0.4506415970585065, 'y': 0.25334268887191363, 'order': 26}, {'x': 0.36263279739874543, 'y': 0.25467191973338127, 'order': 27}, {'x': 0.2746251663097736, 'y': 0.25651077786109944, 'order': 28}, {'x': 0.18873914109511272, 'y': 0.2738187841097662, 'order': 29}, {'x': 0.1192768805131844, 'y': 0.3259377053018075, 'order': 30}]",141f2fb7-45ad-40ba-bf47-838658d9f5d2,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Birds-Silhouettes-Duck2.png,outlines,outlines_gt,,,,,,
Peileppe-crow-standing,30,1.0,1.0,"[{'x': 0.16929057223049443, 'y': 0.8512638966726997, 'order': 1}, {'x': 0.2078618774591239, 'y': 0.8944562863036181, 'order': 2}, {'x': 0.30213822952045205, 'y': 0.9387754952997611, 'order': 3}, {'x': 0.4003282215788551, 'y': 0.9281673174527951, 'order': 4}, {'x': 0.47960672572474505, 'y': 0.8591619585340914, 'order': 5}, {'x': 0.5525093742009503, 'y': 0.7845937788895964, 'order': 6}, {'x': 0.6351207833080464, 'y': 0.7221214385153846, 'order': 7}, {'x': 0.6845534983211532, 'y': 0.6293618095465907, 'order': 8}, {'x': 0.7161008303462603, 'y': 0.5289638641786892, 'order': 9}, {'x': 0.7418733077823343, 'y': 0.4265502876400141, 'order': 10}, {'x': 0.7687896475970564, 'y': 0.32449719308455677, 'order': 11}, {'x': 0.8081343582916094, 'y': 0.2265755637787497, 'order': 12}, {'x': 0.8405621651306083, 'y': 0.1376846730451231, 'order': 13}, {'x': 0.8405800013932097, 'y': 0.05231323200788987, 'order': 14}, {'x': 0.7484234463887156, 'y': 0.05732774201884829, 'order': 15}, {'x': 0.6726232763792361, 'y': 0.12167242397996586, 'order': 16}, {'x': 0.6084795064332091, 'y': 0.20556722733361332, 'order': 17}, {'x': 0.5525368269743968, 'y': 0.1811129936889447, 'order': 18}, {'x': 0.5133450242799953, 'y': 0.20345529180446414, 'order': 19}, {'x': 0.5514056497240319, 'y': 0.2693710006674854, 'order': 20}, {'x': 0.4589271734735817, 'y': 0.28240306105031326, 'order': 21}, {'x': 0.4193336064466309, 'y': 0.19543124692222835, 'order': 22}, {'x': 0.34812111288220415, 'y': 0.18084737980432783, 'order': 23}, {'x': 0.3931655319370349, 'y': 0.23039435851564016, 'order': 24}, {'x': 0.3958426775384759, 'y': 0.32151657245564425, 'order': 25}, {'x': 0.33659036542316134, 'y': 0.40893467562441216, 'order': 26}, {'x': 0.2931505943196367, 'y': 0.5044060692522941, 'order': 27}, {'x': 0.2622551412196735, 'y': 0.6051015431434418, 'order': 28}, {'x': 0.25588207171638716, 'y': 0.7088355030471473, 'order': 29}, {'x': 0.2619823977525089, 'y': 0.8106878292239061, 'order': 30}]",d67840ca-fc4e-4032-b093-135b422dcc52,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Peileppe-crow-standing.png,outlines,outlines_gt,,,,,,
image_00084,4,768.0,512.0,"[{'x': 25, 'y': 97, 'label': 1}, {'x': 287, 'y': 403, 'label': 2}, {'x': 721, 'y': 378, 'label': 3}, {'x': 238, 'y': 358, 'label': 4}]",2f6b11f7-0c75-4792-be53-a1ba19ed35ad,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00084.png,random,random_gt,84.0,datasets/auto_connect_dots/images/image_00084.png,"[1, 2, 3, 4]",datasets/auto_connect_dots/labels/image_00084_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
image_00092,5,768.0,512.0,"[{'x': 533, 'y': 103, 'label': 1}, {'x': 123, 'y': 298, 'label': 2}, {'x': 624, 'y': 333, 'label': 3}, {'x': 479, 'y': 397, 'label': 4}, {'x': 349, 'y': 113, 'label': 5}]",d88e13bf-a262-4d96-9605-0beba670bb57,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00092.png,random,random_gt,92.0,datasets/auto_connect_dots/images/image_00092.png,"[1, 2, 3, 4, 5]",datasets/auto_connect_dots/labels/image_00092_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
image_00088,6,768.0,512.0,"[{'x': 204, 'y': 227, 'label': 1}, {'x': 286, 'y': 291, 'label': 2}, {'x': 684, 'y': 239, 'label': 3}, {'x': 352, 'y': 299, 'label': 4}, {'x': 458, 'y': 275, 'label': 5}, {'x': 499, 'y': 85, 'label': 6}]",c23d0405-8969-4067-b6ef-d2df3f2abccb,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00088.png,random,random_gt,88.0,datasets/auto_connect_dots/images/image_00088.png,"[1, 2, 3, 4, 5, 6]",datasets/auto_connect_dots/labels/image_00088_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
image_00026,6,768.0,512.0,"[{'x': 41, 'y': 206, 'label': 1}, {'x': 611, 'y': 300, 'label': 2}, {'x': 83, 'y': 398, 'label': 3}, {'x': 669, 'y': 101, 'label': 4}, {'x': 385, 'y': 35, 'label': 5}, {'x': 526, 'y': 345, 'label': 6}]",a09e0f55-0b73-4f7b-b881-f3021eaac4aa,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00026.png,random,random_gt,26.0,datasets/auto_connect_dots/images/image_00026.png,"[1, 2, 3, 4, 5, 6]",datasets/auto_connect_dots/labels/image_00026_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
image_00066,8,768.0,512.0,"[{'x': 625, 'y': 467, 'label': 1}, {'x': 404, 'y': 257, 'label': 2}, {'x': 267, 'y': 330, 'label': 3}, {'x': 369, 'y': 343, 'label': 4}, {'x': 672, 'y': 98, 'label': 5}, {'x': 353, 'y': 148, 'label': 6}, {'x': 171, 'y': 456, 'label': 7}, {'x': 201, 'y': 298, 'label': 8}]",938161ba-2c8a-4dff-b509-f60b16f1e884,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00066.png,random,random_gt,66.0,datasets/auto_connect_dots/images/image_00066.png,"[1, 2, 3, 4, 5, 6, 7, 8]",datasets/auto_connect_dots/labels/image_00066_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
image_00050,10,768.0,512.0,"[{'x': 371, 'y': 478, 'label': 1}, {'x': 722, 'y': 448, 'label': 2}, {'x': 557, 'y': 120, 'label': 3}, {'x': 359, 'y': 117, 'label': 4}, {'x': 555, 'y': 301, 'label': 5}, {'x': 632, 'y': 322, 'label': 6}, {'x': 468, 'y': 101, 'label': 7}, {'x': 672, 'y': 376, 'label': 8}, {'x': 656, 'y': 276, 'label': 9}, {'x': 703, 'y': 316, 'label': 10}]",b00dffae-3759-4727-98ee-5a11d086dc2c,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00050.png,random,random_gt,50.0,datasets/auto_connect_dots/images/image_00050.png,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",datasets/auto_connect_dots/labels/image_00050_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
image_00085,4,768.0,512.0,"[{'x': 537, 'y': 430, 'label': 1}, {'x': 530, 'y': 98, 'label': 2}, {'x': 671, 'y': 152, 'label': 3}, {'x': 352, 'y': 121, 'label': 4}]",428a7bdb-6ea7-4a6e-b16b-28dbf3d91672,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00085.png,random,random_gt,85.0,datasets/auto_connect_dots/images/image_00085.png,"[1, 2, 3, 4]",datasets/auto_connect_dots/labels/image_00085_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
image_00061,10,768.0,512.0,"[{'x': 207, 'y': 278, 'label': 1}, {'x': 697, 'y': 101, 'label': 2}, {'x': 650, 'y': 326, 'label': 3}, {'x': 541, 'y': 232, 'label': 4}, {'x': 256, 'y': 487, 'label': 5}, {'x': 26, 'y': 51, 'label': 6}, {'x': 470, 'y': 483, 'label': 7}, {'x': 642, 'y': 40, 'label': 8}, {'x': 685, 'y': 355, 'label': 9}, {'x': 538, 'y': 67, 'label': 10}]",dedc9d8e-b803-4932-b313-e69ab405dbbe,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00061.png,random,random_gt,61.0,datasets/auto_connect_dots/images/image_00061.png,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",datasets/auto_connect_dots/labels/image_00061_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
image_00041,9,768.0,512.0,"[{'x': 444, 'y': 161, 'label': 1}, {'x': 408, 'y': 396, 'label': 2}, {'x': 237, 'y': 201, 'label': 3}, {'x': 161, 'y': 91, 'label': 4}, {'x': 136, 'y': 337, 'label': 5}, {'x': 389, 'y': 108, 'label': 6}, {'x': 55, 'y': 244, 'label': 7}, {'x': 614, 'y': 227, 'label': 8}, {'x': 498, 'y': 62, 'label': 9}]",a1eacc3d-db1e-4ec2-810e-32f5f3892dd5,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/random_gt/image_00041.png,random,random_gt,41.0,datasets/auto_connect_dots/images/image_00041.png,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",datasets/auto_connect_dots/labels/image_00041_gt.png,connect_the_dots,Connect the numbered dots (1..N) in order to form the ground-truth polyline.
